Rk,Player,MP,Season,Age,Team,G,GS,AS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,-9999
321,George Hill,834,2022-23,36,INDMIL,46,1,0,18.1,1.7,3.6,1,1.5,0.7,2.1,0.9,1.2,0.3,1.5,1.8,2.4,0.6,0.1,0.7,1.2,5,0.47,0.62,0.358,0.764,0.61,57.229,G,hillge01
322,Derrick Jones Jr.,893,2022-23,25,CHI,64,0,0,14,1.8,3.6,1.4,2.3,0.4,1.3,1,1.3,0.9,1.5,2.4,0.5,0.5,0.6,0.4,1.3,5,0.5,0.587,0.338,0.738,0.597,55.87,F,jonesde02
323,Blake Wesley,669,2022-23,19,SAS,37,1,0,18.1,1.9,5.8,1.3,4.4,0.5,1.4,0.7,1.2,0.3,1.9,2.2,2.7,0.7,0.1,1.8,1.8,5,0.321,0.301,0.385,0.591,0.393,36.744,G,weslebl01
324,Jaxson Hayes,610,2022-23,22,NOP,47,2,0,13,1.8,3.3,1.8,2.7,0.1,0.6,1.2,1.8,0.8,2,2.8,0.7,0.4,0.4,0.7,1.4,5,0.551,0.654,0.103,0.699,0.605,56.09,F,hayesja02
325,Isaiah Hartenstein,1626,2022-23,24,NYK,82,8,0,19.8,2.1,4,2,3.5,0.1,0.5,0.6,0.9,2.5,4,6.5,1.2,0.6,0.8,0.8,2.6,5,0.535,0.576,0.216,0.676,0.567,54.74,F,harteis01
326,Vlatko Čančar,889,2022-23,25,DEN,60,9,0,14.8,1.8,3.8,1.1,1.9,0.7,1.9,0.6,0.7,0.4,1.7,2.1,1.3,0.4,0.2,0.6,1.4,5,0.476,0.58,0.374,0.927,0.606,57.048,F,cancavl01
327,Ousmane Dieng,569,2022-23,19,OKC,39,1,0,14.6,1.9,4.6,1.3,2.1,0.7,2.5,0.4,0.6,0.5,2.2,2.7,1.2,0.4,0.2,0.7,1.1,4.9,0.42,0.602,0.265,0.652,0.505,49.171,F,diengou01
328,Austin Rivers,1016,2022-23,30,MIN,52,10,0,19.5,1.8,4,0.9,1.7,0.8,2.4,0.6,0.8,0.1,1.5,1.6,1.4,0.5,0.1,0.4,1.5,4.9,0.435,0.558,0.35,0.769,0.564,53.828,G,riverau01
329,Chimezie Metu,689,2022-23,25,SAC,66,0,0,10.4,2,3.3,1.8,2.7,0.1,0.6,0.8,1.1,0.7,2.3,3,0.6,0.3,0.3,0.5,1.2,4.9,0.589,0.663,0.237,0.74,0.639,60.959,F-C,metuch01
330,Moses Moody,817,2022-23,20,GSW,63,3,0,13,1.7,3.6,0.9,1.5,0.8,2.1,0.6,0.8,0.4,1.2,1.7,0.8,0.3,0.1,0.5,0.9,4.8,0.476,0.641,0.363,0.698,0.603,58.37,G,moodymo01
331,Danuel House Jr.,807,2022-23,29,PHI,56,5,0,14.4,1.7,3.5,1,1.6,0.7,2,0.8,1.1,0.2,1.5,1.7,0.8,0.3,0.2,0.5,1.2,4.8,0.472,0.644,0.336,0.75,0.6,56.599,G,houseda01
332,Garrison Mathews,686,2022-23,26,ATLHOU,54,0,0,12.7,1.4,3.7,0.2,0.4,1.2,3.3,0.9,1,0.2,1.1,1.4,0.5,0.4,0.1,0.4,1.1,4.8,0.363,0.476,0.35,0.906,0.573,51.99,G,mathega01
333,Chuma Okeke,518,2022-23,24,ORL,27,8,0,19.2,1.6,4.5,0.6,1.3,1,3.2,0.6,0.8,1,2.6,3.6,1.4,0.7,0.4,0.6,1.5,4.7,0.352,0.472,0.302,0.762,0.488,45.902,F,okekech01
334,Christian Braun,1181,2022-23,21,DEN,76,6,0,15.5,1.9,3.8,1.4,2.5,0.4,1.3,0.5,0.8,0.6,1.8,2.4,0.8,0.5,0.2,0.5,1.3,4.7,0.495,0.565,0.354,0.625,0.568,55.363,G,braunch01
335,Day'Ron Sharpe,552,2022-23,21,BRK,48,3,0,11.5,1.9,3.6,1.8,3.3,0.1,0.2,0.7,1.1,2.1,2.1,4.2,0.8,0.3,0.7,0.9,1.9,4.7,0.544,0.544,0.545,0.636,0.581,56.14,C,sharpda01
336,Dean Wade,891,2022-23,26,CLE,44,13,0,20.3,1.7,4,0.6,1.1,1,2.9,0.3,0.5,0.5,3,3.4,0.8,0.6,0.5,0.4,2,4.7,0.412,0.56,0.354,0.652,0.55,53.955,F,wadede01
337,Malachi Flynn,691,2022-23,24,TOR,53,2,0,13,1.6,4.6,0.8,2.1,0.9,2.5,0.5,0.6,0.3,1.2,1.4,1.3,0.4,0.1,0.5,1.2,4.6,0.36,0.367,0.353,0.758,0.479,45.661,G,flynnma01
338,Justin Holiday,706,2022-23,33,ATLDAL,46,2,0,15.3,1.7,4.4,0.7,1.3,1,3.1,0.1,0.2,0.1,1.1,1.2,0.9,0.4,0.4,0.5,1.5,4.5,0.377,0.508,0.322,0.625,0.494,49.02,F,holidju01
339,Thaddeus Young,795,2022-23,34,TOR,54,9,0,14.7,2,3.7,1.9,3,0.1,0.6,0.3,0.5,1.3,1.8,3.1,1.4,1,0.1,0.8,1.6,4.4,0.545,0.622,0.176,0.692,0.573,56.061,F,youngth01
340,Haywood Highsmith,969,2022-23,26,MIA,54,11,0,17.9,1.7,4,1,2,0.7,2,0.2,0.5,1.1,2.4,3.5,0.8,0.7,0.3,0.8,1.5,4.4,0.431,0.523,0.339,0.464,0.517,51.62,F,highsha01
341,Bismack Biyombo,874,2022-23,30,PHO,61,14,0,14.3,2,3.4,2,3.4,0,0,0.4,1.1,1.5,2.8,4.3,0.9,0.3,1.4,0.8,1.9,4.3,0.578,0.578,,0.357,0.555,57.767,C-F,biyombi01
342,Ish Wainright,915,2022-23,28,PHO,60,2,0,15.3,1.4,3.8,0.5,0.9,1,2.9,0.4,0.5,0.8,1.6,2.3,0.9,0.6,0.4,0.4,2,4.2,0.37,0.5,0.329,0.839,0.522,49.559,F,wainris01
343,Paul Reed,755,2022-23,23,PHI,69,2,0,10.9,1.8,3,1.8,2.9,0,0.1,0.6,0.7,1.6,2.2,3.8,0.4,0.7,0.7,0.7,1.8,4.2,0.593,0.606,0.167,0.745,0.62,59.569,F,reedpa01
344,Blake Griffin,569,2022-23,33,BOS,41,16,0,13.9,1.5,3.2,1,1.6,0.6,1.6,0.5,0.8,1.1,2.6,3.8,1.5,0.3,0.2,0.5,1.8,4.1,0.485,0.625,0.348,0.656,0.59,57.308,F-C,griffbl01
345,Matisse Thybulle,1200,2022-23,25,PHIPOR,71,28,0,16.9,1.5,3.6,0.8,1.5,0.8,2.1,0.3,0.4,0.6,1.4,2,0.7,1.2,0.5,0.3,1.6,4.1,0.435,0.533,0.365,0.679,0.552,54.15,G,thybuma01
346,Daishen Nix,914,2022-23,20,HOU,57,7,0,16,1.4,4.2,0.7,1.7,0.7,2.5,0.4,0.6,0.3,1.4,1.7,2.3,0.5,0.1,1.5,1,4,0.342,0.423,0.286,0.667,0.447,42.616,G,nixda01
347,Aaron Holiday,845,2022-23,26,ATL,63,6,0,13.4,1.5,3.5,0.9,2.1,0.6,1.4,0.4,0.5,0.4,0.8,1.2,1.4,0.6,0.2,0.6,1.3,3.9,0.418,0.424,0.409,0.844,0.528,50,G,holidaa01
348,Jabari Walker,619,2022-23,20,POR,56,0,0,11.1,1.5,3.5,1.2,2.5,0.3,1,0.6,0.8,0.9,1.5,2.3,0.6,0.2,0.2,0.5,1.2,3.9,0.419,0.472,0.286,0.756,0.496,45.96,F,walkeja01
349,Dyson Daniels,1042,2022-23,19,NOP,59,11,0,17.7,1.5,3.5,1,2.1,0.5,1.5,0.4,0.7,0.6,2.6,3.2,2.3,0.7,0.2,1,1.7,3.8,0.418,0.492,0.314,0.65,0.503,48.317,G,daniedy01
350,JT Thor,969,2022-23,20,CHO,69,8,0,14,1.4,3.4,0.8,1.7,0.6,1.8,0.5,0.7,0.5,1.7,2.2,0.5,0.3,0.3,0.6,1,3.8,0.399,0.487,0.317,0.702,0.506,48.109,F,thorjt01
351,Caleb Houstan,812,2022-23,20,ORL,51,4,0,15.9,1.3,3.6,0.4,0.9,0.9,2.7,0.3,0.4,0.7,1.3,1.9,0.6,0.2,0.1,0.4,1.2,3.8,0.363,0.435,0.338,0.833,0.508,48.901,G-F,houstca01
352,Luke Kornet,804,2022-23,27,BOS,69,0,0,11.7,1.6,2.5,1.6,2.3,0,0.2,0.5,0.6,1.2,1.6,2.9,0.8,0.2,0.7,0.4,1.2,3.8,0.665,0.701,0.231,0.821,0.697,67.353,C-F,kornelu01
353,Jordan McLaughlin,678,2022-23,26,MIN,43,0,0,15.8,1.4,3.4,0.9,1.6,0.6,1.8,0.3,0.4,0.3,1.1,1.4,3.4,0.7,0.1,0.8,0.7,3.7,0.421,0.552,0.308,0.833,0.526,50.345,G,mclaujo01
354,P.J. Tucker,1920,2022-23,37,PHI,75,75,0,25.6,1.3,3,0.5,1.1,0.7,1.9,0.3,0.3,1.3,2.7,3.9,0.8,0.5,0.2,0.6,2.4,3.5,0.427,0.482,0.393,0.826,0.566,54.889,F,tuckepj01
355,Miles McBride,760,2022-23,22,NYK,64,2,0,11.9,1.2,3.4,0.6,1.3,0.6,2.1,0.4,0.7,0.2,0.6,0.8,1.1,0.6,0.1,0.4,0.9,3.5,0.358,0.457,0.299,0.667,0.475,45.116,G,mcbrimi01
356,Wesley Matthews,820,2022-23,36,MIL,52,0,0,15.8,1.1,3.1,0.4,0.7,0.8,2.4,0.5,0.5,0.7,1.5,2.2,0.7,0.4,0.3,0.3,1.4,3.4,0.363,0.528,0.315,0.857,0.519,48.438,G,matthwe02
357,Amir Coffey,625,2022-23,25,LAC,50,9,0,12.5,1.1,2.9,0.9,2.1,0.2,0.8,1,1.3,0.3,0.7,1.1,1.1,0.1,0.1,0.4,1,3.4,0.386,0.429,0.275,0.778,0.498,42.414,G,coffeam01
358,Jericho Sims,812,2022-23,24,NYK,52,16,0,15.6,1.6,2.1,1.6,2,0,0,0.2,0.3,1.9,2.8,4.7,0.5,0.3,0.5,0.5,1.8,3.4,0.776,0.783,0,0.75,0.78,77.57,F,simsje01
359,Kai Jones,550,2022-23,22,CHO,46,0,0,12,1.5,2.6,1.4,2.2,0.1,0.4,0.4,0.6,0.8,1.9,2.7,0.3,0.4,0.7,0.7,1.4,3.4,0.558,0.624,0.211,0.731,0.597,57.5,F-C,joneska01
360,Anthony Gill,624,2022-23,30,WAS,59,8,0,10.6,1.2,2.2,1.1,1.7,0.1,0.5,0.8,1.1,0.6,1.1,1.7,0.6,0.1,0.2,0.3,1.2,3.3,0.538,0.65,0.138,0.731,0.604,55.303,F,gillan01
361,Raul Neto,505,2022-23,30,CLE,48,1,0,10.5,1.2,2.3,0.9,1.4,0.3,0.9,0.6,0.7,0.2,0.8,1,1.6,0.4,0.1,0.5,1,3.3,0.518,0.662,0.286,0.912,0.628,57.273,G,netora01
362,Christian Koloko,802,2022-23,22,TOR,58,19,0,13.8,1.2,2.6,1.2,2.4,0,0.2,0.6,1,1.4,1.5,2.9,0.5,0.4,1,0.3,2.2,3.1,0.48,0.514,0.083,0.627,0.517,48.333,C,kolokch01
363,Max Christie,512,2022-23,19,LAL,41,3,0,12.5,1.1,2.6,0.4,1.1,0.6,1.5,0.3,0.4,0.2,1.7,1.8,0.5,0.2,0.2,0.3,0.8,3.1,0.415,0.409,0.419,0.875,0.566,53.774,G,chrisma02
364,Usman Garuba,970,2022-23,20,HOU,75,1,0,12.9,1.1,2.4,0.8,1.6,0.3,0.8,0.4,0.6,1.6,2.5,4.1,0.9,0.6,0.4,0.6,1.8,3,0.486,0.525,0.407,0.617,0.569,55.367,F,garubus01
365,Juan Toscano-Anderson,700,2022-23,29,LALUTA,52,9,0,13.5,1.2,2.8,1.1,1.9,0.2,0.8,0.4,0.5,0.5,1.8,2.4,1.3,0.3,0.2,0.7,1.5,3,0.448,0.56,0.186,0.792,0.505,47.552,F,toscaju01
366,Juancho Hernangómez,614,2022-23,27,TOR,42,10,0,14.6,1.1,2.7,0.7,1.1,0.4,1.6,0.2,0.4,0.6,2.3,2.9,0.6,0.4,0.1,0.4,1,2.9,0.421,0.66,0.254,0.563,0.504,49.561,F,hernaju01
367,Frank Ntilikina,607,2022-23,24,DAL,47,5,0,12.9,1,2.8,0.7,1.4,0.4,1.4,0.5,0.7,0.1,1.2,1.3,1.2,0.3,0.1,0.6,1.4,2.9,0.364,0.477,0.254,0.667,0.461,42.803,G,ntilila01
